         TIME   TOTAL      TOTAL      TOTAL      TOTAL      TOTAL      TOTAL      FLUID      FLUID      FLUID      FLUID      FLUID      FLUID     
                FLOW IN    FLOW IN    FLOW IN    FLOW OUT   FLOW OUT   FLOW OUT   STORAGE    STORAGE    STORAGE    VOL BAL    VOL BAL    VOL BAL   
                TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE       TOTAL      TIME STEP  RATE      
              
  2.173973E+05  2.450E+00  1.062E-02  2.654E-05 -1.677E+00 -8.671E-03 -2.168E-05  7.747E-01  1.945E-03  4.863E-06  8.909E-08  9.884E-12  2.471E-14
  2.177973E+05  2.460E+00  1.058E-02  2.646E-05 -1.686E+00 -8.967E-03 -2.242E-05  7.763E-01  1.616E-03  4.039E-06  8.909E-08  3.495E-12  8.738E-15
  2.181973E+05  2.471E+00  1.054E-02  2.635E-05 -1.695E+00 -9.199E-03 -2.300E-05  7.777E-01  1.339E-03  3.347E-06  8.909E-08  1.301E-12  3.252E-15
  2.185973E+05  2.481E+00  1.047E-02  2.618E-05 -1.704E+00 -9.382E-03 -2.345E-05  7.788E-01  1.092E-03  2.730E-06  8.909E-08  5.827E-13  1.457E-15
  2.189973E+05  2.492E+00  1.037E-02  2.593E-05 -1.714E+00 -9.525E-03 -2.381E-05  7.796E-01  8.460E-04  2.115E-06  8.909E-08  3.958E-13  9.895E-16
  2.193973E+05  2.502E+00  1.017E-02  2.542E-05 -1.723E+00 -9.635E-03 -2.409E-05  7.802E-01  5.320E-04  1.330E-06  8.909E-08  1.114E-14  2.786E-17
  2.197973E+05  2.512E+00  9.835E-03  2.459E-05 -1.733E+00 -9.705E-03 -2.426E-05  7.803E-01  1.299E-04  3.247E-07  8.909E-08  1.693E-14  4.232E-17
  2.201973E+05  2.522E+00  9.733E-03  2.433E-05 -1.743E+00 -9.720E-03 -2.430E-05  7.803E-01  1.285E-05  3.214E-08  8.909E-08 -1.157E-14 -2.892E-17
  2.205973E+05  2.531E+00  9.721E-03  2.430E-05 -1.753E+00 -9.720E-03 -2.430E-05  7.803E-01  1.242E-06  3.106E-09  8.909E-08  5.586E-14  1.396E-16
  2.209973E+05  2.541E+00  9.720E-03  2.430E-05 -1.762E+00 -9.720E-03 -2.430E-05  7.803E-01  1.195E-07  2.988E-10  8.909E-08 -1.066E-13 -2.664E-16
  2.213973E+05  2.551E+00  9.720E-03  2.430E-05 -1.772E+00 -9.720E-03 -2.430E-05  7.803E-01  1.149E-08  2.872E-11  8.909E-08  1.858E-13  4.646E-16
  2.217973E+05  2.560E+00  9.720E-03  2.430E-05 -1.782E+00 -9.720E-03 -2.430E-05  7.803E-01  1.104E-09  2.759E-12  8.909E-08  2.083E-13  5.208E-16
  2.221973E+05  2.570E+00  9.720E-03  2.430E-05 -1.791E+00 -9.720E-03 -2.430E-05  7.803E-01  1.061E-10  2.651E-13  8.910E-08  2.314E-13  5.785E-16
  2.225973E+05  2.580E+00  9.720E-03  2.430E-05 -1.801E+00 -9.720E-03 -2.430E-05  7.803E-01  1.020E-11  2.549E-14  8.910E-08  1.784E-13  4.459E-16
  2.229973E+05  2.590E+00  9.720E-03  2.430E-05 -1.811E+00 -9.720E-03 -2.430E-05  7.803E-01  9.775E-13  2.444E-15  8.910E-08  1.928E-13  4.819E-16
  2.233973E+05  2.599E+00  9.720E-03  2.430E-05 -1.821E+00 -9.720E-03 -2.430E-05  7.803E-01  8.841E-14  2.210E-16  8.910E-08  2.459E-13  6.148E-16
  2.237973E+05  2.609E+00  9.720E-03  2.430E-05 -1.830E+00 -9.720E-03 -2.430E-05  7.803E-01  1.092E-14  2.731E-17  8.910E-08  2.217E-13  5.542E-16
  2.241973E+05  2.619E+00  9.720E-03  2.430E-05 -1.840E+00 -9.720E-03 -2.430E-05  7.803E-01  4.810E-16  1.203E-18  8.910E-08  2.279E-13  5.696E-16
  2.245973E+05  2.628E+00  9.720E-03  2.430E-05 -1.850E+00 -9.720E-03 -2.430E-05  7.803E-01  2.082E-15  5.206E-18  8.910E-08  2.104E-13  5.260E-16
  2.249973E+05  2.638E+00  9.720E-03  2.430E-05 -1.859E+00 -9.720E-03 -2.430E-05  7.803E-01 -3.582E-16 -8.956E-19  8.910E-08  2.150E-13  5.375E-16
  2.253973E+05  2.648E+00  9.720E-03  2.430E-05 -1.869E+00 -9.720E-03 -2.430E-05  7.803E-01 -1.240E-15 -3.101E-18  8.910E-08  2.253E-13  5.632E-16
  2.257973E+05  2.658E+00  9.720E-03  2.430E-05 -1.879E+00 -9.720E-03 -2.430E-05  7.803E-01 -1.846E-15 -4.614E-18  8.910E-08  2.459E-13  6.148E-16
  2.261973E+05  2.667E+00  9.720E-03  2.430E-05 -1.889E+00 -9.720E-03 -2.430E-05  7.803E-01  2.040E-15  5.101E-18  8.910E-08  2.249E-13  5.623E-16
  2.265973E+05  2.677E+00  9.720E-03  2.430E-05 -1.898E+00 -9.720E-03 -2.430E-05  7.803E-01 -3.602E-16 -9.005E-19  8.910E-08  2.285E-13  5.713E-16
  2.269973E+05  2.687E+00  9.720E-03  2.430E-05 -1.908E+00 -9.720E-03 -2.430E-05  7.803E-01  7.341E-16  1.835E-18  8.910E-08  2.189E-13  5.472E-16
  2.273973E+05  2.696E+00  9.720E-03  2.430E-05 -1.918E+00 -9.720E-03 -2.430E-05  7.803E-01 -1.384E-15 -3.459E-18  8.910E-08  2.325E-13  5.811E-16
  2.277973E+05  2.706E+00  9.720E-03  2.430E-05 -1.927E+00 -9.720E-03 -2.430E-05  7.803E-01  6.683E-16  1.671E-18  8.910E-08  2.264E-13  5.661E-16
  2.281973E+05  2.716E+00  9.720E-03  2.430E-05 -1.937E+00 -9.720E-03 -2.430E-05  7.803E-01 -2.405E-16 -6.013E-19  8.910E-08  2.292E-13  5.730E-16
  2.285973E+05  2.726E+00  9.720E-03  2.430E-05 -1.947E+00 -9.720E-03 -2.430E-05  7.803E-01 -7.828E-16 -1.957E-18  8.910E-08  2.334E-13  5.835E-16
  2.289973E+05  2.735E+00  9.720E-03  2.430E-05 -1.957E+00 -9.720E-03 -2.430E-05  7.803E-01  1.682E-15  4.204E-18  8.910E-08  2.164E-13  5.411E-16
  2.293973E+05  2.745E+00  9.720E-03  2.430E-05 -1.966E+00 -9.720E-03 -2.430E-05  7.803E-01 -3.881E-16 -9.702E-19  8.910E-08  2.227E-13  5.567E-16
  2.297973E+05  2.755E+00  9.720E-03  2.430E-05 -1.976E+00 -9.720E-03 -2.430E-05  7.803E-01  6.461E-16  1.615E-18  8.910E-08  2.178E-13  5.444E-16
  2.300000E+05  2.760E+00  4.926E-03  2.430E-05 -1.981E+00 -4.926E-03 -2.430E-05  7.803E-01  2.212E-14  1.091E-16  8.910E-08 -1.317E-14 -6.497E-17
